简历ID,岗位ID,数据集
R022,J0586,train
R022,J0587,train
R022,J0588,valid
R022,J0589,valid
R022,J0590,test
R022,J0591,valid
R022,J0592,train
R022,J0593,train
R022,J0594,train
R022,J0595,train
R022,J0596,valid
R022,J0597,train
R022,J0598,test
R022,J0599,valid
R022,J0600,valid
R022,J0601,valid
R022,J0602,train
R022,J0603,valid
R022,J0604,train
R022,J0605,train
R022,J0606,test
R022,J0607,valid
R022,J0608,train
R022,J0609,train
R022,J0610,train
R022,J0611,train
R022,J0612,train
R022,J0613,train
R022,J0614,valid
R022,J0615,train
R022,J0616,train
R022,J0617,train
R022,J0618,train
R022,J0619,valid
R022,J0620,train
R022,J0621,test
R022,J0622,train
R022,J0623,train
R022,J0624,train
R022,J0625,train
R022,J0626,train
R022,J0627,train
R022,J0628,test
R022,J0629,train
R022,J0630,train
R022,J0631,train
R022,J0632,train
R022,J0633,train
R022,J0634,train
R022,J0635,test
R022,J0636,train
R022,J0637,test
R022,J0638,train
R022,J0639,train
R022,J0640,train
R022,J0641,train
R022,J0642,train
R022,J0643,train
R022,J0644,train
R022,J0645,train
R022,J0646,valid
R022,J0647,test
R022,J0648,test
R022,J0649,valid
R022,J0650,train
R022,J0651,train
R022,J0652,train
R022,J0653,train
R022,J0654,train
R022,J0655,train
R022,J0656,train
R022,J0657,train
R022,J0658,valid
R022,J0659,train
R022,J0660,valid
R022,J0661,train
R022,J0662,train
R022,J0663,train
R022,J0664,train
R022,J0665,valid
R022,J0666,train
R022,J0667,valid
R022,J0668,test
R022,J0669,train
R022,J0670,test
R022,J0671,train
R022,J0672,test
R022,J0673,train
R022,J0674,valid
R022,J0675,valid
R022,J0676,test
R022,J0677,train
R022,J0678,train
R022,J0679,test
R022,J0680,valid
R022,J0681,train
R022,J0682,train
R022,J0683,train
R022,J0684,train
R022,J0685,train
R022,J0686,train
R022,J0687,train
R022,J0688,train
R022,J0689,test
R022,J0690,test
R022,J0691,valid
R022,J0692,train
R022,J0693,train
R022,J0694,train
R022,J0695,valid
R022,J0696,train
R022,J0697,train
R022,J0698,train
R022,J0699,valid
R022,J0700,train
R022,J0701,test
R022,J0702,train
R022,J0703,train
R022,J0704,train
R022,J0705,test
R022,J0706,train
R022,J0707,train
R022,J0708,test
R022,J0709,train
R022,J0710,train
R022,J0711,train
R022,J0712,test
R022,J0713,train
R022,J0714,train
R022,J0715,train
R022,J0716,train
R022,J0717,test
R022,J0718,valid
R022,J0719,test
R022,J0720,train
R022,J0721,train
R022,J0722,valid
R022,J0723,train
R022,J0724,train
R022,J0725,train
R022,J0726,valid
R022,J0727,valid
R022,J0728,valid
R022,J0729,train
R022,J0730,train
R022,J0731,train
R022,J0732,train
R022,J0733,train
R022,J0734,train
R022,J0735,valid
R022,J0736,train
R022,J0737,test
R022,J0738,train
R022,J0739,train
R022,J0740,train
R022,J0741,train
R022,J0742,valid
R022,J0743,train
R022,J0744,train
R022,J0745,valid
R022,J0746,train
R022,J0747,test
R022,J0748,train
R022,J0749,train
R022,J0750,test
R022,J0751,test
R022,J0752,train
R022,J0753,train
R022,J0754,valid
R022,J0755,valid
R022,J0756,train
R022,J0757,train
R022,J0758,train
R022,J0759,test
R022,J0760,train
R022,J0761,train
R022,J0762,train
R022,J0763,train
R022,J0764,train
R022,J0765,test
R022,J0766,train
R022,J0767,train
R022,J0768,train
R022,J0769,train
R022,J0770,train
R022,J0771,train
R022,J0772,train
R022,J0773,train
R022,J0774,train
R022,J0775,train
R022,J0776,train
R022,J0777,train
R022,J0778,train
R022,J0779,train
R022,J0780,train
R022,J0781,train
R022,J0782,test
R022,J0783,train
R022,J0784,train
R022,J0785,train
R022,J0786,train
R022,J0787,train
R022,J0788,train
R022,J0789,train
R022,J0790,train
R022,J0791,valid
R022,J0792,valid
R022,J0793,train
R022,J0794,train
R022,J0795,valid
R022,J0796,train
R022,J0797,train
R022,J0798,train
R022,J0799,train
R022,J0800,train
R022,J0801,train
R022,J0802,test
R022,J0803,train
R022,J0804,train
R022,J0805,train
R022,J0806,test
R022,J0807,train
R022,J0808,train
R022,J0809,test
R022,J0810,test
R022,J0811,train
R022,J0812,test
R022,J0813,train
R022,J0814,train
R022,J0815,test
R022,J0816,train
R022,J0817,train
R022,J0818,test
R022,J0819,train
R022,J0820,train
R022,J0821,train
R022,J0822,train
R022,J0823,valid
R022,J0824,train
R022,J0825,valid
R022,J0826,train
R022,J0827,train
R022,J0828,test
R022,J0829,train
R022,J0830,train
R022,J0831,valid
R022,J0832,valid
R022,J0833,train
R022,J0834,valid
R022,J0835,valid
R022,J0836,train
R022,J0837,test
R022,J0838,train
R022,J0839,test
R022,J0840,train
R022,J0841,test
R022,J0842,train
R022,J0843,test
R022,J0844,train
R022,J0845,train
R022,J0846,train
R022,J0847,train
R022,J0848,train
R022,J0849,train
R022,J0850,train
R022,J0851,test
R022,J0852,valid
R022,J0853,valid
R022,J0854,train
R022,J0855,train
R022,J0856,train
R022,J0857,test
R022,J0858,train
R022,J0859,valid
R022,J0860,train
R022,J0861,train
R022,J0862,valid
R022,J0863,train
R022,J0864,train
R022,J0865,train
R022,J0866,train
R022,J0867,train
R022,J0868,test
R022,J0869,test
R022,J0870,train
R022,J0871,train
R022,J0872,train
R022,J0873,train
R022,J0874,train
R022,J0875,train
R022,J0876,valid
R022,J0877,train
R022,J0878,train
R022,J0879,valid
R022,J0880,train
R022,J0881,train
R022,J0882,test
R022,J0883,valid
R022,J0884,train
R022,J0885,train
R022,J0886,train
R022,J0887,test
R022,J0888,valid
R022,J0889,train
R022,J0890,train
R022,J0891,train
R022,J0892,test
R022,J0893,train
R022,J0894,train
R022,J0895,valid
R022,J0896,train
R022,J0897,train
R022,J0898,train
R022,J0899,train
R022,J0900,valid
R022,J0901,train
R022,J0902,test
R022,J0903,train
R022,J0904,train
R022,J0905,train
R022,J0906,test
R022,J0907,train
R022,J0908,train
R022,J0909,valid
R022,J0910,valid
R022,J0911,train
R022,J0912,train
R022,J0913,valid
R022,J0914,train
R022,J0915,valid
R022,J0916,train
R022,J0917,valid
R022,J0918,train
R022,J0919,train
R022,J0920,train
R022,J0921,train
R022,J0922,valid
R022,J0923,train
R022,J0924,test
R022,J0925,test
R022,J0926,train
R022,J0927,train
R022,J0928,train
R022,J0929,train
R022,J0930,train
R022,J0931,train
R022,J0932,valid
R022,J0933,valid
R022,J0934,train
R022,J0935,valid
R022,J0936,train
R022,J0937,train
R022,J0938,train
R022,J0939,train
R022,J0940,valid
R022,J0941,train
R022,J0942,train
R022,J0943,train
R022,J0944,train
R022,J0945,train
R022,J0946,valid
R022,J0947,train
R022,J0948,train
R022,J0949,test
R022,J0950,train
R022,J0951,test
R022,J0952,train
R022,J0953,test
R022,J0954,valid
R022,J0955,train
R022,J0956,train
R022,J0957,train
R022,J0958,train
R022,J0959,test
R022,J0960,valid
R022,J0961,train
R022,J0962,train
R022,J0963,train
R022,J0964,train
R022,J0965,valid
R022,J0966,train
R022,J0967,train
R022,J0968,valid
R022,J0969,test
R022,J0970,train
R022,J0971,test
R022,J0972,train
R022,J0973,train
R022,J0974,test
R022,J0975,train
R022,J0976,train
R022,J0977,valid
R022,J0978,train
R022,J0979,train
R022,J0980,valid
R022,J0981,train
R022,J0982,valid
R022,J0983,train
R022,J0984,train
R022,J0985,train
R022,J0986,train
R022,J0987,train
R022,J0988,valid
R022,J0989,test
R022,J0990,test
R022,J0991,train
R022,J0992,train
R022,J0993,train
R022,J0994,train
R022,J0995,train
R022,J0996,train
R022,J0997,train
R022,J0998,train
R022,J0999,test
R022,J1000,test
R022,J1001,train
R022,J1002,train
R022,J1003,test
R022,J1004,train
R022,J1005,train
R022,J1006,train
R022,J1007,valid
R022,J1008,train
R022,J1009,train
R022,J1010,train
R022,J1011,train
R022,J1012,train
R022,J1013,train
R022,J1014,train
R022,J1015,train
R022,J1016,test
R022,J1017,valid
R022,J1018,train
R022,J1019,train
R022,J1020,train
R022,J1021,train
R022,J1022,train
R022,J1023,train
R022,J1024,test
R022,J1025,test
R022,J1026,train
R022,J1027,train
R022,J1028,train
R022,J1029,train
R022,J1030,valid
R022,J1031,train
R022,J1032,train
R022,J1033,train
R022,J1034,train
R022,J1035,train
R022,J1036,train
R022,J1037,train
R022,J1038,test
R022,J1039,train
R022,J1040,train
R022,J1041,valid
R022,J1042,test
R022,J1043,test
R022,J1044,train
R022,J1045,train
R022,J1046,train
R022,J1047,train
R022,J1048,train
R022,J1049,train
R022,J1050,valid
R022,J1051,train
R022,J1052,train
R022,J1053,train
R022,J1054,train
R022,J1055,train
R022,J1056,train
R022,J1057,valid
R022,J1058,train
R022,J1059,test
R022,J1060,train
R022,J1061,train
R022,J1062,valid
R022,J1063,train
R022,J1064,train
R022,J1065,train
R022,J1066,train
R022,J1067,train
R022,J1068,train
R022,J1069,test
R022,J1070,train
R022,J1071,train
R022,J1072,train
R022,J1073,train
R022,J1074,train
R022,J1075,train
R022,J1076,train
R022,J1077,valid
R022,J1078,train
R022,J1079,train
R022,J1080,test
R022,J1081,test
R022,J1082,test
R022,J1083,train
R022,J1084,train
R022,J1085,train
R022,J1086,train
R022,J1087,train
R022,J1088,train
R022,J1089,train
R022,J1090,train
R022,J1091,valid
R022,J1092,valid
R022,J1093,train
R022,J1094,train
R022,J1095,train
R022,J1096,train
R022,J1097,train
R022,J1098,train
R022,J1099,valid
R022,J1100,train
R022,J1101,train
R022,J1102,train
R022,J1103,test
R022,J1104,train
R022,J1105,train
R022,J1106,train
R022,J1107,train
R022,J1108,train
R022,J1109,valid
R022,J1110,train
R022,J1111,train
R022,J1112,valid
R022,J1113,train
R022,J1114,train
R022,J1115,test
R022,J1116,valid
R022,J1117,train
R022,J1118,test
R022,J1119,train
R022,J1120,train
R022,J1121,train
R022,J1122,train
R022,J1123,train
R022,J1124,test
R022,J1125,train
R022,J1126,test
R022,J1127,valid
R022,J1128,train
R022,J1129,train
R022,J1130,train
R022,J1131,valid
R022,J1132,train
R022,J1133,train
R022,J1134,valid
R022,J1135,train
R022,J1136,train
R022,J1137,train
R022,J1138,test
R022,J1139,train
R022,J1140,test
R022,J1141,valid
R022,J1142,train
R022,J1143,test
R022,J1144,train
R022,J1145,train
R022,J1146,train
R022,J1147,train
R022,J1148,train
R022,J1149,train
R022,J1150,train
R022,J1151,valid
R022,J1152,train
R022,J1153,train
R022,J1154,valid
R022,J1155,valid
R022,J1156,train
R022,J1157,test
R022,J1158,train
R022,J1159,train
R022,J1160,test
R022,J1161,train
R022,J1162,train
R022,J1163,valid
R022,J1164,train
R022,J1165,train
R022,J1166,train
R022,J1167,train
R022,J1168,train
R022,J1169,train
R022,J2104,test
R022,J6162,train
R022,J3839,train
R022,J2598,train
R022,J8721,test
R022,J3528,test
R022,J8291,train
R022,J4130,train
R022,J7381,train
R022,J5484,train
R022,J2574,train
R022,J2819,train
R022,J6507,test
R022,J7749,valid
R022,J5405,train
R022,J6264,train
R022,J8307,train
R022,J5272,train
R022,J8681,train
R022,J3129,train
R022,J1782,train
R022,J1700,train
R022,J7451,valid
R022,J8319,train
R022,J6314,train
R022,J1608,train
R022,J2956,train
R022,J7752,test
R022,J1757,train
R022,J2080,train
R022,J8648,train
R022,J5553,valid
R022,J1176,train
R022,J3423,train
R022,J2261,test
R022,J6334,test
R022,J5748,train
R022,J1674,train
R022,J3038,valid
R022,J6560,train
R022,J5588,train
R022,J3939,train
R022,J4879,train
R022,J1519,train
R022,J8462,train
R022,J1649,train
R022,J3126,valid
R022,J1369,test
R022,J2924,test
R022,J6944,test
R022,J6469,train
R022,J5023,test
R022,J5514,train
R022,J5646,test
R022,J6532,test
R022,J4357,train
R022,J2268,test
R022,J1197,train
R022,J4000,train
R022,J5919,valid
R022,J6967,test
R022,J3758,train
R022,J2284,train
R022,J8639,test
R022,J6398,train
R022,J8664,train
R022,J4676,train
R022,J2281,train
R022,J2348,train
R022,J3451,train
R022,J5389,train
R022,J7607,train
R022,J4796,train
R022,J2555,valid
R022,J4815,train
R022,J8595,valid
R022,J5971,valid
R022,J6774,test
R022,J3211,train
R022,J2789,test
R022,J2656,train
R022,J3366,train
R022,J5716,train
R022,J6704,train
R022,J2415,valid
R022,J5694,valid
R022,J1374,train
R022,J6579,train
R022,J1203,test
R022,J1900,train
R022,J5985,train
R022,J2008,train
R022,J1648,train
R022,J4907,train
R022,J5411,train
R022,J1898,test
R022,J7657,test
R022,J6543,train
R022,J2489,train
R022,J3674,train
R022,J1474,train
R022,J6987,test
R022,J3536,train
R022,J4157,valid
R022,J3438,train
R022,J6135,train
R022,J1584,train
R022,J6706,test
R022,J2504,valid
R022,J5184,train
R022,J5266,train
R022,J4225,train
R022,J8287,valid
R022,J7248,train
R022,J1677,valid
R022,J1425,test
R022,J7260,train
R022,J8607,train
R022,J3401,train
R022,J8177,train
R022,J7038,train
R022,J1452,train
R022,J1599,train
R022,J8269,train
R022,J1750,train
R022,J7367,train
R022,J8221,train
R022,J5801,train
R022,J1825,test
R022,J7639,train
R022,J5684,train
R022,J8709,train
R022,J8091,test
R022,J3385,test
R022,J2471,train
R022,J8645,train
R022,J2141,train
R022,J7229,valid
R022,J3864,valid
R022,J2248,train
R022,J7395,train
R022,J4690,train
R022,J1888,test
R022,J1291,train
R022,J2491,valid
R022,J1660,valid
R022,J7083,train
R022,J6112,train
R022,J6839,train
R022,J3708,train
R023,J6522,train
R023,J6523,train
R023,J6524,train
R023,J6525,train
R023,J6526,valid
R023,J6527,train
R023,J6528,train
R023,J6529,test
R023,J6530,test
R023,J6531,valid
R023,J6532,test
R023,J6533,valid
R023,J6534,train
R023,J6535,train
R023,J6536,train
R023,J6537,train
R023,J6538,train
R023,J6539,train
R023,J6540,train
R023,J6541,train
R023,J6542,train
R023,J6543,train
R023,J6544,train
R023,J6545,train
R023,J6546,train
R023,J6547,train
R023,J6548,train
R023,J6549,valid
R023,J6550,train
R023,J6551,train
R023,J6552,test
R023,J6553,train
R023,J6554,train
R023,J6555,valid
R023,J6556,test
R023,J6557,test
R023,J6558,test
R023,J6559,train
R023,J6560,train
R023,J6561,valid
R023,J6562,train
R023,J6563,train
R023,J6564,valid
R023,J6565,test
R023,J6566,train
R023,J6567,train
R023,J6568,train
R023,J6569,valid
R023,J6570,train
R023,J6571,train
R023,J6572,train
R023,J6573,valid
R023,J6574,train
R023,J6575,train
R023,J6576,train
R023,J6577,test
R023,J6578,train
R023,J6579,train
R023,J6580,train
R023,J6581,train
R023,J6582,train
R023,J6583,test
R023,J6584,valid
R023,J6585,valid
R023,J6586,test
R023,J6587,train
R023,J6588,train
R023,J6589,valid
R023,J6590,test
R023,J6591,train
R023,J6592,train
R023,J6593,train
R023,J6594,test
R023,J6595,valid
R023,J6596,train
R023,J6597,train
R023,J6598,train
R023,J6599,train
R023,J6600,train
R023,J6601,train
R023,J6602,valid
R023,J6603,train
R023,J6604,train
R023,J6605,test
R023,J6606,train
R023,J6607,train
R023,J6608,train
R023,J6609,train
R023,J6610,train
R023,J6611,test
R023,J6612,train
R023,J6613,train
R023,J6614,test
R023,J6615,train
R023,J6616,train
R023,J6617,train
R023,J6618,train
R023,J6619,train
R023,J6620,train
R023,J6621,train
R023,J6622,train
R023,J6623,train
R023,J6624,train
R023,J6625,train
R023,J6626,train
R023,J6627,train
R023,J6628,train
R023,J6629,train
R023,J6630,train
R023,J6631,train
R023,J6632,train
R023,J6633,train
R023,J6634,valid
R023,J6635,train
R023,J6636,test
R023,J6637,train
R023,J6638,valid
R023,J6639,valid
R023,J6640,train
R023,J6641,test
R023,J6642,train
R023,J6643,train
R023,J6644,train
R023,J6645,test
R023,J6646,valid
R023,J6647,valid
R023,J6648,train
R023,J6649,train
R023,J6650,train
R023,J6651,train
R023,J6652,train
R023,J6653,train
R023,J6654,valid
R023,J6655,train
R023,J6656,train
R023,J6657,train
R023,J6658,test
R023,J6659,train
R023,J6660,train
R023,J6661,train
R023,J6662,train
R023,J6663,valid
R023,J6664,train
R023,J6665,train
R023,J6666,test
R023,J6667,train
R023,J6668,test
R023,J6669,test
R023,J6670,train
R023,J6671,train
R023,J6672,train
R023,J6673,train
R023,J6674,train
R023,J6675,train
R023,J6676,train
R023,J6677,train
R023,J6678,valid
R023,J6679,train
R023,J6680,valid
R023,J6681,train
R023,J6682,train
R023,J6683,train
R023,J6684,train
R023,J6685,test
R023,J6686,train
R023,J6687,train
R023,J6688,valid
R023,J6689,train
R023,J6690,train
R023,J6691,train
R023,J6692,train
R023,J6693,train
R023,J6694,train
R023,J6695,valid
R023,J6696,train
R023,J6697,train
R023,J6698,valid
R023,J6699,train
R023,J6700,train
R023,J6701,train
R023,J6702,train
R023,J6703,valid
R023,J6704,train
R023,J6705,test
R023,J6706,test
R023,J6707,train
R023,J6708,train
R023,J6709,test
R023,J6710,train
R023,J6711,train
R023,J6712,valid
R023,J6713,test
R023,J6714,train
R023,J6715,train
R023,J6716,train
R023,J6717,valid
R023,J6718,test
R023,J6719,test
R023,J6720,train
R023,J6721,train
R023,J6722,valid
R023,J6723,train
R023,J6724,valid
R023,J6725,train
R023,J6726,train
R023,J6727,train
R023,J6728,train
R023,J6729,train
R023,J6730,valid
R023,J6731,train
R023,J6732,train
R023,J6733,train
R023,J6734,train
R023,J6735,train
R023,J6736,train
R023,J6737,test
R023,J6738,valid
R023,J0283,train
R023,J2829,train
R023,J7130,train
R023,J7615,valid
R023,J7047,train
R023,J8060,train
R023,J1752,train
R023,J4516,train
R023,J4137,train
R023,J8293,valid
R023,J5141,train
R023,J0827,train
R023,J2712,train
R023,J0610,train
R023,J2078,train
R023,J4036,test
R023,J1537,valid
R023,J4821,train
R023,J2983,train
R023,J4626,train
R023,J1501,valid
R023,J4317,train
R023,J5254,train
R023,J8264,train
R023,J5103,train
R023,J4824,train
R023,J2370,valid
R023,J1712,train
R023,J4861,train
R023,J7264,valid
R023,J0086,test
R023,J7060,test
R023,J1722,valid
R023,J0578,train
R023,J4131,train
R023,J4218,valid
R023,J6110,train
R023,J7661,test
R023,J0989,test
R023,J8774,train
R023,J8778,train
R023,J1211,test
R023,J4700,valid
R023,J3719,train
R023,J7803,valid
R023,J8707,train
R023,J2018,train
R023,J4464,train
R023,J7331,valid
R023,J0107,train
R023,J0333,train
R023,J5837,train
R023,J0685,train
R023,J8711,train
R023,J4909,train
R023,J6042,train
R023,J0217,train
R023,J8195,valid
R023,J0791,valid
R023,J8163,train
R023,J0722,valid
R023,J0998,train
R023,J6418,train
R023,J8222,train
R023,J3066,train
R023,J2175,valid
R023,J1641,test
R023,J7797,train
R023,J1352,train
R023,J5064,valid
R023,J3374,train
R023,J6864,train
R023,J4330,train
R023,J2854,train
R023,J2788,train
R023,J2729,train
R023,J6106,test
R023,J2860,train
R023,J2488,train
R023,J4494,valid
R023,J0889,train
R023,J4132,train
R023,J4168,train
R023,J5996,train
R023,J6177,train
R023,J3209,train
R023,J4952,valid
R023,J3474,train
R023,J0202,test
R023,J3009,train
R023,J3924,train
R023,J0730,train
R023,J3858,valid
R023,J1647,train
R023,J7025,train
R023,J4010,train
R023,J8415,train
R023,J5932,valid
R023,J3790,train
R023,J3140,test
R023,J7079,train
R023,J7907,train
R023,J2917,train
R023,J7783,valid
R023,J0868,test
R023,J5043,train
R023,J7452,train
R023,J6970,test
R023,J1152,train
R023,J5744,train
R023,J4857,train
R023,J8178,train
R023,J6360,train
R023,J2830,valid
R023,J2506,train
R023,J8336,valid
R023,J0403,train
R023,J2989,train
R023,J2577,train
R023,J0527,train
R023,J6287,valid
R023,J8518,test
R023,J3873,train
R023,J1908,test
R023,J4262,train
R023,J7472,train
R023,J0546,train
R023,J7640,train
R023,J3705,train
R023,J2740,valid
R023,J0225,test
R023,J3672,train
R023,J5767,train
R023,J1178,train
R023,J5256,valid
R023,J5162,train
R023,J7866,train
R023,J1124,test
R023,J2656,train
R023,J4138,test
R023,J4069,test
R023,J7619,train
R023,J1605,train
R023,J4651,train
R023,J7953,train
R023,J2353,train
R023,J6913,test
R023,J1609,valid
R023,J4521,train
R023,J7533,train
R024,J1170,valid
R024,J1171,train
R024,J1172,train
R024,J1173,valid
R024,J1174,test
R024,J1175,train
R024,J1176,train
R024,J1177,train
R024,J1178,train
R024,J1179,train
R024,J1180,train
R024,J1181,train
R024,J1182,train
R024,J1183,test
R024,J1184,train
R024,J1185,valid
R024,J1186,train
R024,J1187,train
R024,J1188,train
R024,J1189,train
R024,J1190,test
R024,J1191,train
R024,J1192,train
R024,J1193,test
R024,J1194,test
R024,J1195,train
R024,J1196,valid
R024,J1197,train
R024,J1198,test
R024,J1199,train
R024,J1200,train
R024,J1201,train
R024,J1202,valid
R024,J1203,test
R024,J1204,valid
R024,J1205,train
R024,J1206,train
R024,J1207,train
R024,J1208,train
R024,J1209,train
R024,J1210,train
R024,J1211,test
R024,J1212,train
R024,J1213,train
R024,J1214,valid
R024,J1215,train
R024,J1216,train
R024,J1217,valid
R024,J1218,train
R024,J1219,train
R024,J1220,test
R024,J1221,train
R024,J1222,train
R024,J1223,train
R024,J1224,train
R024,J1225,train
R024,J1226,train
R024,J1227,train
R024,J1228,train
R024,J1229,train
R024,J1230,train
R024,J1231,train
R024,J1232,train
R024,J1233,train
R024,J1234,test
R024,J1235,test
R024,J1236,train
R024,J1237,train
R024,J1238,train
R024,J1239,train
R024,J1240,train
R024,J1241,test
R024,J1242,train
R024,J1243,test
R024,J1244,train
R024,J1245,train
R024,J1246,test
R024,J1247,valid
R024,J1248,train
R024,J1249,train
R024,J1250,train
R024,J1251,train
R024,J1252,train
R024,J1253,test
R024,J1254,train
R024,J1255,valid
R024,J1256,train
R024,J1257,train
R024,J1258,train
R024,J1259,test
R024,J1260,test
R024,J1261,train
R024,J1262,train
R024,J1263,train
R024,J1264,train
R024,J1265,train
R024,J1266,train
R024,J1267,train
R024,J1268,train
R024,J1269,train
R024,J1270,train
R024,J1271,train
R024,J1272,train
R024,J1273,train
R024,J1274,train
R024,J1275,train
R024,J1276,valid
R024,J1277,train
R024,J1278,train
R024,J1279,valid
R024,J1280,train
R024,J1281,train
R024,J1282,test
R024,J1283,train
R024,J1284,train
R024,J1285,train
R024,J1286,valid
R024,J1287,train
R024,J1288,test
R024,J1289,valid
R024,J1290,train
R024,J1291,train
R024,J1292,train
R024,J1293,test
R024,J1294,train
R024,J1295,test
R024,J1296,test
R024,J1297,test
R024,J1298,train
R024,J1299,test
R024,J1300,valid
R024,J1301,train
R024,J1302,valid
R024,J1303,train
R024,J1304,valid
R024,J1305,train
R024,J1306,train
R024,J1307,train
R024,J1308,train
R024,J1309,train
R024,J1310,train
R024,J1311,test
R024,J1312,test
R024,J1313,train
R024,J1314,valid
R024,J1315,train
R024,J1316,test
R024,J1317,valid
R024,J1318,test
R024,J1319,train
R024,J1320,test
R024,J1321,valid
R024,J1322,valid
R024,J1323,valid
R024,J1324,train
R024,J1325,train
R024,J1326,train
R024,J1327,train
R024,J1328,train
R024,J1329,train
R024,J1330,train
R024,J1331,train
R024,J1332,train
R024,J1333,train
R024,J1334,train
R024,J1335,train
R024,J1336,train
R024,J1337,test
R024,J1338,train
R024,J1339,train
R024,J1340,train
R024,J1341,train
R024,J1342,train
R024,J1343,train
R024,J1344,test
R024,J1345,test
R024,J1346,train
R024,J1347,train
R024,J1348,valid
R024,J1349,train
R024,J1350,train
R024,J1351,train
R024,J1352,train
R024,J1353,train
R024,J1354,train
R024,J1355,train
R024,J1356,train
R024,J1357,train
R024,J1358,train
R024,J1359,train
R024,J1360,train
R024,J1361,valid
R024,J1362,train
R024,J1363,train
R024,J1364,train
R024,J1365,train
R024,J1366,train
R024,J1367,test
R024,J1368,train
R024,J1369,test
R024,J1370,valid
R024,J1371,valid
R024,J1372,test
R024,J1373,train
R024,J1374,train
R024,J1375,valid
R024,J1376,train
R024,J1377,train
R024,J1378,train
R024,J1379,train
R024,J1380,train
R024,J1381,train
R024,J1382,train
R024,J1383,train
R024,J1384,test
R024,J1385,train
R024,J1386,train
R024,J1387,train
R024,J1388,test
R024,J1389,train
R024,J1390,train
R024,J1391,train
R024,J1392,train
R024,J1393,train
R024,J1394,test
R024,J1395,test
R024,J1396,valid
R024,J1397,train
R024,J1398,train
R024,J1399,test
R024,J1400,train
R024,J1401,train
R024,J1402,train
R024,J1403,train
R024,J1404,train
R024,J1405,train
R024,J1406,train
R024,J1407,train
R024,J1408,train
R024,J1409,valid
R024,J1410,train
R024,J1411,test
R024,J1412,train
R024,J1413,train
R024,J1414,train
R024,J1415,train
R024,J1416,train
R024,J1417,train
R024,J1418,train
R024,J1419,train
R024,J1420,valid
R024,J1421,train
R024,J1422,train
R024,J1423,train
R024,J1424,test
R024,J1425,test
R024,J1426,valid
R024,J1427,valid
R024,J1428,train
R024,J1429,train
R024,J1430,train
R024,J1431,train
R024,J1432,train
R024,J1433,test
R024,J1434,train
R024,J1435,valid
R024,J1436,train
R024,J1437,train
R024,J1438,train
R024,J1439,train
R024,J1440,train
R024,J1441,train
R024,J1442,train
R024,J1443,valid
R024,J1444,train
R024,J1445,train
R024,J1446,train
R024,J1447,train
R024,J1448,test
R024,J1449,test
R024,J1450,train
R024,J1451,valid
R024,J1452,train
R024,J1453,train
R024,J1454,valid
R024,J1455,valid
R024,J1456,train
R024,J1457,train
R024,J1458,train
R024,J1459,valid
R024,J1460,valid
R024,J1461,train
R024,J1462,train
R024,J1463,valid
R024,J1464,train
R024,J1465,train
R024,J1466,train
R024,J1467,train
R024,J1468,train
R024,J1469,valid
R024,J1470,train
R024,J1471,train
R024,J1472,valid
R024,J1473,train
R024,J1474,train
R024,J1475,test
R024,J1476,train
R024,J1477,train
R024,J1478,train
R024,J1479,train
R024,J1480,test
R024,J1481,valid
R024,J1482,train
R024,J1483,valid
R024,J1484,train
R024,J1485,test
R024,J1486,train
R024,J1487,test
R024,J1488,train
R024,J1489,test
R024,J1490,train
R024,J1491,train
R024,J1492,train
R024,J1493,valid
R024,J1494,train
R024,J1495,train
R024,J1496,train
R024,J1497,train
R024,J1498,valid
R024,J1499,train
R024,J1500,test
R024,J1501,valid
R024,J1502,valid
R024,J1503,valid
R024,J1504,train
R024,J1505,train
R024,J1506,valid
R024,J1507,test
R024,J1508,train
R024,J1509,test
R024,J1510,train
R024,J1511,valid
R024,J1512,train
R024,J1513,train
R024,J1514,test
R024,J1515,train
R024,J1516,train
R024,J1517,valid
R024,J1518,train
R024,J1519,train
R024,J1520,train
R024,J1521,train
R024,J1522,test
R024,J1523,test
R024,J1524,test
R024,J1525,train
R024,J1526,train
R024,J1527,test
R024,J1528,train
R024,J1529,train
R024,J1530,train
R024,J1531,valid
R024,J1532,train
R024,J1533,test
R024,J1534,train
R024,J1535,train
R024,J1536,train
R024,J1537,valid
R024,J1538,train
R024,J1539,train
R024,J1540,train
R024,J1541,test
R024,J1542,valid
R024,J1543,train
R024,J1544,train
R024,J1545,valid
R024,J1546,train
R024,J1547,train
R024,J1548,train
R024,J1549,train
R024,J1550,train
R024,J1551,valid
R024,J1552,train
R024,J1553,train
R024,J1554,valid
R024,J1555,train
R024,J1556,valid
R024,J1557,test
R024,J1558,train
R024,J1559,train
R024,J1560,train
R024,J1561,test
R024,J1562,train
R024,J1563,test
R024,J1564,train
R024,J1565,test
R024,J1566,test
R024,J1567,valid
R024,J1568,test
R024,J1569,train
R024,J1570,test
R024,J1571,train
R024,J1572,valid
R024,J1573,train
R024,J1574,train
R024,J1575,train
R024,J1576,train
R024,J1577,test
R024,J1578,valid
R024,J1579,train
R024,J1580,test
R024,J1581,train
R024,J1582,valid
R024,J1583,train
R024,J1584,train
R024,J1585,train
R024,J1586,train
R024,J1587,train
R024,J1588,valid
R024,J1589,valid
R024,J1590,train
R024,J1591,train
R024,J1592,test
R024,J1593,train
R024,J1594,train
R024,J1595,train
